Key,model,generated
slab_granite_pedra_vella_de_cangas_cf85c15f-4d88-4bf5-9a50-ff8e57cb5da9,legacy,
slab_granite_pedras_salgadas_c00b1e71-9226-4eda-9701-054b04d24221,legacy,
slab_granite_pegasus_brown_736adaa7-9626-436a-beff-720ef963f81a,legacy,
slab_granite_pegasus_gold_c23ae9bf-30e9-4320-a223-afc801f1ca1a,legacy,
slab_granite_pegasus_white_7af2a796-6700-4da6-9c6f-5334bb261d34,legacy,
slab_granite_pekkala_pink_df6e83db-0310-4141-85f6-9396165cab4e,legacy,
slab_granite_penizevichi_grey_f5104464-3084-42a5-9e5e-019c498c0eab,legacy,
slab_granite_penta_gold_249607cd-cd0e-410f-b1cf-a76000052fd2,legacy,
slab_granite_peony_black_fb5da42d-8811-4a1a-a0d7-3ee143f5608a,legacy,
slab_granite_peony_grey_50812bc0-6fc0-4b75-b533-c1dff0f3a4bc,legacy,
slab_granite_peony_red_41363ec5-c7b7-4828-94b4-adcb14b15d11,legacy,
slab_granite_pepper_grey_de4c627b-3fb2-45ac-8dfe-d92e3ce2ff98,legacy,
slab_granite_pepper_white_c00fe493-f620-48f1-bb17-a6c7259a78c5,legacy,
slab_granite_peppercorn_768df0a8-3fdd-4fa3-9e13-819f952691f4,legacy,
slab_granite_pepperino_dark_f42f293d-c075-4433-9678-ea4a29f55f1c,legacy,
slab_granite_peppermint_9049c42f-e0d4-4d4b-b09f-4f118fb2ed66,legacy,
slab_granite_peregrine_d15ef404-c6d7-477f-bc61-30fdff211287,legacy,
slab_granite_pergaminho_ae05c7ab-d0b1-4c8c-8848-6902deb290d3,legacy,
slab_granite_pergola_green_5f8691c2-d55d-450e-a142-8c0f626c0d69,legacy,
slab_granite_perola_da_amazonia_cdabb3df-6b2c-4283-a8bb-170b3462f1a9,legacy,
slab_granite_persa_avorio_7d445039-b730-40b2-a14d-3840d30a3427,legacy,
slab_granite_persa_brown_65ff9c69-d86b-4cad-9ee0-746fc3669638,legacy,
slab_granite_persa_orion_213c9124-fed2-44f4-93ef-023a4e4cd7fe,legacy,
slab_granite_persa_pearl_d26bf93a-e2e4-4aee-8822-94a1fd8b603b,legacy,
slab_granite_persian_green_e27c7266-b933-4712-b072-ed8f8f4d7660,legacy,
slab_granite_persian_pearl_049fd898-262a-4cf8-8199-e702fda75c54,legacy,
slab_granite_persian_silver_33c27852-dfb9-406b-b13c-8f3205be5893,legacy,
slab_granite_persian_treasure_4ace9648-b6f3-4194-987c-a1c28c0e751d,legacy,
slab_granite_pessinus_grey_a24c28cf-bc50-420d-9f57-20dde0da7aec,legacy,
slab_granite_petrous_white_6917fb43-d762-48ce-a6e7-546f095d3ec7,legacy,
slab_granite_pfaben_43539db6-3159-4d98-91c5-22f6e1edc28f,legacy,
slab_granite_pg_black_3a0c18d0-efce-4588-a4bf-6e1a99a8592e,legacy,
slab_granite_phantom_black_2a31c9a2-07b5-4725-a57e-7c7d3048769d,legacy,
slab_granite_phantom_golden_flower_4468ce58-a386-4070-a3a1-d2abf7b72bbc,legacy,
slab_granite_phoenix_diamond_e14178c5-5c58-40aa-8e7c-0ab536d1d0a2,legacy,
slab_granite_phoenix_gold_31a7167b-da44-4b73-a9e5-d468279a92f8,legacy,
slab_granite_phu_cat_violet_079c728f-dd91-46f8-b08b-c92b8197efae,legacy,
slab_granite_picasso_green_c4825ac1-11f3-4f6d-ab57-c4f60b5b53ac,legacy,
slab_granite_pictor_2edeeb87-0c0d-4550-a825-79d5b8e98e97,legacy,
slab_granite_pietra_fc870a22-0ec3-4f75-91bc-b8a9c93e1c15,legacy,
slab_granite_pietra_dorata_273338e1-ffbf-4c2b-b1dd-edc9d0ce852d,legacy,
slab_granite_pigeon_grey_27a6977d-459a-462d-9894-c06c7645e189,legacy,
slab_granite_pilanesberg_b00caff5-3f6e-427f-bb6e-0bbc21aa67b4,legacy,
slab_granite_pilsen_76cfa88a-000d-4f00-9e29-893a92072c9b,legacy,
slab_granite_pine_green_8b6fd15b-3a74-4ab7-ab5d-f6c976b5bef9,legacy,
slab_granite_pingshan_green_1a6b0b12-b98c-420e-9528-9884c2651eb5,legacy,
slab_granite_pingyi_kongque_lue_d739e008-282a-4bbc-b5a3-99da61f64b79,legacy,
slab_granite_pink_afshar_f20cea52-43c5-4411-a7f2-4c5428c07d2f,legacy,
slab_granite_pink_art_51e73b4c-2726-4f18-9d1f-a292dc5ee770,legacy,
slab_granite_pink_baihujian_387ff9ce-199d-4487-a653-4648477f6e36,legacy,
slab_granite_pink_binh_dinh_e1f2c53d-a97a-4fc2-8450-16a5a5df2408,legacy,
slab_granite_pink_carmel_b0720be5-affa-435f-b962-4559ab0682ab,legacy,
slab_granite_pink_garden_c40c6572-1073-4ca2-9a80-5b45d0c70d08,legacy,
slab_granite_pink_goias_67006ddb-aff1-44e5-aaa4-0719a31bcc8e,legacy,
slab_granite_pink_grain_9c371eb8-856c-488a-b49b-5a5f86245e42,legacy,
slab_granite_pink_grain_chashan_0a968efb-98ae-4ce3-9729-3aefa570602b,legacy,
slab_granite_pink_hm_280ceead-c3ee-4234-aee7-3b7d4486f867,legacy,
slab_granite_pink_phu_yen_42364aaf-e0d7-41ab-b9d9-f80bd83f22e7,legacy,
slab_granite_pink_rose_ff178ced-9aaf-4aaf-b8f0-67d34c04bef1,legacy,
slab_granite_pink_rwanda_8dcc1b67-ee5d-4be7-aed4-747753bc9da2,legacy,
slab_granite_pink_salmon_e315811c-bea8-42ff-8004-51770e487977,legacy,
slab_granite_pink_sesame_490fbafd-cf70-40f3-a76a-72fbf3a4447f,legacy,
slab_granite_pink_spring_af94feb1-ac0f-4d20-a63d-4ba13d2eff8c,legacy,
slab_granite_pink_westerly_1968e0a5-2439-436a-9166-69854bf43337,legacy,
slab_granite_pink_xuan_hoa_71485ae7-703b-48dc-b187-30198b70a563,legacy,
slab_granite_pink_zanjan_8e39cb25-35f8-4137-b3d4-81ad45449838,legacy,
slab_granite_pink_zebarana_7d21729f-4e22-4d63-8840-dff41181a3ed,legacy,
slab_granite_pioneer_green_82060008-27eb-4b6b-ad15-555fafa5d266,legacy,
slab_granite_piracema_d597912c-58ad-467c-8ae4-177c58474f3f,legacy,
slab_granite_pirineus_2b422411-0a71-444f-923c-eba517ed1674,legacy,
slab_granite_piroksenit_13c0a69c-c0b6-4f58-9115-6bd6367ec2af,legacy,
slab_granite_pitaya_fcf2e021-9246-4b4a-811d-b489b2497104,legacy,
slab_granite_pizzo_bianco_20ace558-1fe2-45f7-bc4e-63e3db4a0794,legacy,
slab_granite_plasma_gold_79d2308f-c997-4a71-b4af-5d7cfe6ae3bf,legacy,
slab_granite_platina_blue_ab55f776-9133-4c0c-bda3-d0dc2e47b92f,legacy,
slab_granite_platino_palacio_38d3582d-9f3e-4367-96d1-7372d514b9b4,legacy,
slab_granite_platinum_pearl_8f21b47b-2667-40d0-a5cb-c086fb37f47c,legacy,
slab_granite_platinum_td_912cd6be-2515-4f73-ab86-bddbee47084b,legacy,
slab_granite_platinum_white_588adeaa-2366-4a1d-9050-9e12bb7824dd,legacy,
slab_granite_plima_salt_47c7db10-cf16-4391-bfd3-94f283261c3d,legacy,
slab_granite_plochwald_2199f931-1192-4162-b007-a8caa1f2b283,legacy,
slab_granite_pocheon_white_f724f643-6f51-46ce-bea9-f3240e716084,legacy,
slab_granite_poinsettia_red_4c420f35-e39e-483f-be6d-8a96b2ff84d4,legacy,
slab_granite_pokarna_green_d4adccd7-db13-4fcf-83ad-4d73d3a6ea36,legacy,
slab_granite_polar_mahogany_713c0e1d-f0a1-47f3-a336-08143065c8d1,legacy,
slab_granite_polar_syenite_7a3624ba-0bb5-41e1-8f35-a774683b806c,legacy,
slab_granite_polichrome_0e6877a1-7359-49d7-9cb0-aa19fd6d63c1,legacy,
slab_granite_pollock_green_b2b97f53-e831-4675-8bca-6a68c322594a,legacy,
slab_granite_poluo_sesame_flower_80587a83-cf6c-4691-a7ba-84240783a68f,legacy,
slab_granite_polychrome_501b02bc-ac1e-4fe6-8733-9910dcfe6a15,legacy,
slab_granite_pomegranate_red_01443530-79d3-4278-94ba-875b61c4cc83,legacy,
slab_granite_pon_black_af3060e5-e90d-4c6a-9db9-5a2cb4393c1d,legacy,
slab_granite_pontevedra_cec207e5-23c1-4385-9c6f-40e448505793,legacy,
slab_granite_porfidico_b60fecf3-f26b-4f3c-956e-acb72846eb2d,legacy,
slab_granite_porkkala_d3938c58-e441-4737-9544-38c8431e9c99,legacy,
slab_granite_portillo_d83d5389-f6aa-4832-afec-c2b3ce2d1059,legacy,
slab_granite_porto_branco_0bef970a-1b49-4965-9905-fa4a04a4e86d,legacy,
slab_granite_porto_cervo_5d1423b8-d786-4b1b-8109-f1c138403d3a,legacy,
slab_granite_porto_rosa_680a300b-39bf-4baf-a71b-12dd74915c33,legacy,
slab_granite_pozary_fb6a9bb3-23b0-43ee-9ed2-b4fe7329cca7,legacy,
slab_granite_pr_red_china_23e5d335-e4cb-4451-a5c3-5b03d4260ebb,legacy,
slab_granite_prada_gold_20b45a8f-c628-4c87-ad00-c5be65109232,legacy,
slab_granite_prairie_brown_53a19631-088e-486d-91d7-b8fef123b0ef,legacy,
slab_granite_prairie_mountain_dd812e95-47db-42a3-b4a6-7837350b0610,legacy,
slab_granite_prajoub_manichoat_27771bd8-b7ca-47a7-b84c-841171b2d27e,legacy,
slab_granite_prajoub_tao_c831818c-71a5-4f4d-b144-873c2ae1a389,legacy,
slab_granite_prata_da_amazonia_5d12171b-ac4d-4e28-b718-78abad61f84c,legacy,
slab_granite_preto_absoluto_2cad0d41-4898-4fec-a064-263d668ea10e,legacy,
slab_granite_preto_arronches_8d3873e4-3894-4069-9ab9-3097ec7f3612,legacy,
slab_granite_preto_mourinha_04a25b62-9451-4213-b801-69e2aa929f8f,legacy,
slab_granite_princess_red_d614d0ce-12e3-4b25-acb3-0ae0af14cbee,legacy,
slab_granite_przedborowa_4ae71299-7a43-46e5-bbbc-c738fee4d0be,legacy,
slab_granite_pu_er_red_5c048e76-4891-49bf-8bc5-6f3b822b1e3e,legacy,
slab_granite_punia_grey_97e9bec0-e4e9-4103-a916-7fc231448bc9,legacy,
slab_granite_purple_blue_flowers_edc371cb-260f-4405-90e9-8054daa5481e,legacy,
slab_granite_purple_diamond_5152c829-93aa-4f03-a61c-1f7ee0e4c046,legacy,
slab_granite_purple_dunes_63e90c3c-8257-441e-8921-cff54ea86410,legacy,
slab_granite_purple_galaxy_b5fd4cac-9360-4626-a645-4d94cc197fff,legacy,
slab_granite_purple_gold_grain_98da02c9-1745-4e57-9f75-6faf82eee177,legacy,
slab_granite_purple_nebula_3c525b05-07ca-4b21-a69a-c28407f4fba4,legacy,
slab_granite_purple_rain_db0b7842-04f8-4242-b653-e154bf65e0a6,legacy,
slab_granite_purple_red_8e32ae1c-0a45-4041-b178-adbdcd373afd,legacy,
slab_granite_purple_rose_6a7e87fa-48b4-409c-b1e9-f87f8ca9eea4,legacy,
slab_granite_purple_white_27827199-626c-4d82-8e60-82313c380dc3,legacy,
slab_granite_putian_rust_ea1bc6b9-ca50-4366-a6b1-1d47232156ea,legacy,
slab_granite_puttaparthi_pink_112334e1-6103-4ff5-aedf-cb55d8d6d7a9,legacy,
slab_granite_py_cream_3141f252-7e23-48e0-ba9b-306f8e320c26,legacy,
slab_granite_py_grey_07b4784a-5150-4d6c-a100-08281d8b63e8,legacy,
slab_granite_python_black_789aa1e5-1c91-4322-b8b8-afa771981fcf,legacy,
slab_granite_qilu_red_df865a4f-f073-42d9-88d6-08feb9e754b6,legacy,
slab_granite_qing_red_b27a9f85-b2d1-4315-8855-9f3f9027318a,legacy,
slab_granite_qingshan_red_407563cc-d053-4eb3-a3a9-e3955ccdaadc,legacy,
slab_granite_qingshan_red_neimenggu_b8d47cc5-ae62-483c-86c6-f5caafbd2716,legacy,
slab_granite_qingshan_white_cf0e925b-4038-4c9a-a404-bcd3fccb171e,legacy,
slab_granite_qingtou_white_2276033c-6c9f-4246-920a-9cc01ce8558a,legacy,
slab_granite_qingyuan_red_47ff9ad3-9664-468b-93e9-d9522e9da6b0,legacy,
slab_granite_quantum_black_0bbd70ac-5c2f-4f40-bf63-34a0cb51a743,legacy,
slab_granite_quanzhou_white_046b4d25-9d90-447f-9643-67efa4210bb8,legacy,
slab_granite_quasar_708944e3-70c5-4e07-a6db-eafc27a4ea9d,legacy,
slab_granite_queen_rose_8f9bd960-a7a5-4bf6-a63a-7b7bd2c17c40,legacy,
slab_granite_quicksand_c9f45ec5-bb6c-42a1-b42a-94e4d9db5b2a,legacy,
slab_granite_quicksand_brown_7f1c11ea-07b0-4364-9ccd-6d3aec66746b,legacy,
slab_granite_quincunx_black_680af910-d624-4d4a-b1c4-ca4991f0a0b4,legacy,
slab_granite_quy_nhon_black_b136233e-0de9-4a22-8f10-5085104795bf,legacy,
slab_granite_quy_nhon_red_f4416ff7-c2d2-4cf0-8d15-80f529e9aa9c,legacy,
slab_granite_r_black_f9ab019d-8852-44c0-ba47-f95e0ad4d097,legacy,
slab_granite_raggio_di_sole_35f5848d-89e9-48d0-bac9-65b39f51bda6,legacy,
slab_granite_raidho_6776114b-ec7e-4ba2-bcb0-6703d5bd4409,legacy,
slab_granite_rain_forest_689b36dc-5cc2-4926-b2d6-836c74d79149,legacy,
slab_granite_rainbow_silk_0eb75d43-f4ea-4f51-8929-7ea20945e94a,legacy,
slab_granite_rainbow_tobacco_f9c05f28-8053-4512-8bec-55493ddafdf5,legacy,
slab_granite_raja_yellow_cd4b9510-afbc-48a8-bd39-fcb0bb75f2ec,legacy,
slab_granite_rajasri_red_04d5801e-8ccf-46da-8717-015bb4b6abd5,legacy,
slab_granite_rajshree_red_b79fdc8e-7cfd-42d9-a0c6-343fbfebb183,legacy,
slab_granite_rakan_0d9fe36a-338a-4224-bcaf-1a8d28b5bbbf,legacy,
slab_granite_rakhni_polivsky_81551726-28c9-460d-ab5a-384f9ec26bc3,legacy,
slab_granite_rakwana_green_8759b79c-3ce1-4796-870f-60b991b5f432,legacy,
slab_granite_ram_brown_46c39e3d-f954-45be-b899-4ec25e37262c,legacy,
slab_granite_ram_white_93fa42eb-c20c-47f8-96d7-1c6025c87651,legacy,
slab_granite_rambo_green_564db4b2-0188-430f-9f23-978fa3d17f14,legacy,
slab_granite_rame_nero_85415c9b-48da-4eea-949d-2c87437d1fdb,legacy,
slab_granite_raniwara_green_f601ba4f-bc18-42ff-be55-dade8589eff1,legacy,
slab_granite_raoping_white_8d30d64f-1a43-4f06-822c-dba3d9108b05,legacy,
slab_granite_rastigasta_a6a397e5-20ac-4c98-84cf-2acd7df27c02,legacy,
slab_granite_raumunzach_52cc21e0-774e-45ad-b683-c37461257efd,legacy,
slab_granite_rayakottai_02574131-36fb-4c7a-9a6d-c5a4f8fc97bb,legacy,
slab_granite_raymond_blue_5d849b53-757d-4323-8771-2e23c5b14e9b,legacy,
slab_granite_recice_87519e44-3d89-47d7-930d-814fd8ec11a5,legacy,
slab_granite_red_apple_c6648159-9244-4b19-821c-4b867565bea1,legacy,
slab_granite_red_arara_79785f6d-acf5-43ca-aabe-f9624b1fc05f,legacy,
slab_granite_red_baihujian_c16d5091-eb4b-4c2f-8fec-d8ddd1c96dc2,legacy,
slab_granite_red_beach_a3aa2b25-c5d1-4325-87dd-cec5d32a191c,legacy,
slab_granite_red_bohus_1e222b7d-c575-4d94-b761-da8a630f3aa1,legacy,
slab_granite_red_cardinal_c030065b-ad97-4d69-9167-530377aaf5f7,legacy,
slab_granite_red_changjiang_f8c3c7b2-61fa-4924-b5db-81f4ef53132a,legacy,
slab_granite_red_chilli_568749d1-e6a7-4217-b324-90a7ac49a290,legacy,
slab_granite_red_colinas_5e933a74-ddcf-4020-935a-87fbe547272a,legacy,
slab_granite_red_danjing_9ab1b8ac-f1b1-498a-8507-5c5bea5e0d24,legacy,
slab_granite_red_diamond_7515eb3b-7947-4452-92cf-a81591d3dc32,legacy,
slab_granite_red_fengzhen_42a44b57-d9df-4609-b54f-7e222189798d,legacy,
slab_granite_red_fuqing_076fcbb7-9cbe-4ae2-b7aa-82dd288b47d7,legacy,
slab_granite_red_gharda_0f186309-0856-4edf-a870-f5f626ca1c77,legacy,
slab_granite_red_gia_lai_e676958a-3d59-4db8-ac18-1ba6cf968a72,legacy,
slab_granite_red_gold_40d2a172-432c-440c-820d-a7db10027b6a,legacy,
slab_granite_red_grain_c44efa80-cdae-4e13-8e9e-798ffd4b6738,legacy,
slab_granite_red_grain_huian_a384a32c-7fff-45d2-b5b8-3f0d6a7226bc,legacy,
slab_granite_red_guilin_cb04680e-bb33-43d5-8e98-e829fafa5bd6,legacy,
slab_granite_red_hollywood_7c11979c-a399-45c4-b9fe-2b5ee83c8a25,legacy,
slab_granite_red_hushi_31a48dff-a3e7-485f-af6b-9c1150112e59,legacy,
slab_granite_red_ink_01c7e511-5ff0-4545-aa90-61cb669215d6,legacy,
slab_granite_red_jiangnan_cb0222a0-8549-4af3-9c0b-43dc28eb2120,legacy,
slab_granite_red_jieyang_080352c1-8f63-4bc4-8076-0eb84e0a9800,legacy,
slab_granite_red_laizhou_e8b5c3eb-bf66-40a1-a688-4f14c391a62a,legacy,
slab_granite_red_liaoning_f4eddc9b-98d9-4cdd-9af1-8acbaa8331e7,legacy,
slab_granite_red_maipu_cf0ab76f-84da-4430-ac87-397e087de5f5,legacy,
slab_granite_red_malibu_99a6cc95-566e-4fd1-8f1a-a3a5d8b3c24d,legacy,
slab_granite_red_montana_489c9c20-1227-4bc5-a2aa-68f6b38cd5e0,legacy,
slab_granite_red_moss_7120e8ff-d185-4511-a725-7a2b8dee19e6,legacy,
slab_granite_red_nanyang_6aa90917-a87a-4820-be3a-e3293421727a,legacy,
slab_granite_red_nefertiti_be6b28f4-bdb6-4216-8e3c-1724497122f8,legacy,
slab_granite_red_post_78905bfd-7973-4d89-8bee-6ef68d30f03a,legacy,
slab_granite_red_river_c505cfd0-7674-428a-9e55-f568dced2f9d,legacy,
slab_granite_red_safaga_9a3da3cd-6c46-430a-85a9-4669228b3c7c,legacy,
slab_granite_red_samoka_0ba7b12d-17a9-4d47-b95a-af1c91089abe,legacy,
slab_granite_red_sand_faf0d1b7-ff8d-498d-bb76-ab25b848a9da,legacy,
slab_granite_red_sapphire_84d3211f-74bd-4a8a-a340-ea724c9ef636,legacy,
slab_granite_red_segovia_55ec1bcd-1435-4e6c-8c11-9f4a3c13d52c,legacy,
slab_granite_red_shijing_2d74b7d3-2e7f-42b5-a679-28267fe2dcd7,legacy,
slab_granite_red_shimian_6e82bdde-3ba4-4fbb-9f2c-5ba3dbf21373,legacy,
slab_granite_red_shuangjing_c34653aa-ab95-4e57-9566-c10179ffccc4,legacy,
slab_granite_red_sphynx_e9a33662-cedf-48da-8db8-ea2095094183,legacy,
slab_granite_red_star_6cf75833-6e4b-4e18-a7de-3feb70cc4587,legacy,
slab_granite_red_tongan_a15ba45b-2383-494d-a047-2e460d032c4f,legacy,
slab_granite_red_vie_c1c61b6c-faaa-4339-95cc-659bc221374b,legacy,
slab_granite_red_wave_f37393e4-c302-4bb2-b148-99e58228d8de,legacy,
slab_granite_red_wendeng_z_d42bcdb6-6381-40ff-b575-50844ddc4f0c,legacy,
slab_granite_red_wulian_9d3b7a96-d039-48ce-8fef-0476a29f0bd1,legacy,
slab_granite_red_wuyi_42d5b6cd-2b06-41f9-8c41-f5b301af31b8,legacy,
slab_granite_red_yari_8996d91b-a807-4f20-b405-c544bee7948c,legacy,
slab_granite_red_yongjin_2fd0761e-ab59-4ffe-800e-e8243058a46d,legacy,
slab_granite_red_zeshan_c092da7e-ba1a-4e9c-817d-5f7c708fd150,legacy,
slab_granite_reddish_grain_shijing_40a800a7-6948-47ab-b8d7-23714089726a,legacy,
slab_granite_reddish_grain_zhangpu_6f09215e-5b5d-4560-a1d6-aeeaa0e494f9,legacy,
slab_granite_reichenberg_79cb0d80-8182-4905-83e2-b2228fa907a6,legacy,
slab_granite_reliquia_1d00ce8a-eb99-4172-92d3-cb5caa623ef8,legacy,
slab_granite_rembrandt_61878618-602a-4d28-9055-a2d303c47cd4,legacy,
slab_granite_renaissance_1887e55a-00f2-4393-a5fb-b3b42b6f8027,legacy,
slab_granite_renhe_island_red_78fbe058-c1be-4879-b855-754c929ce531,legacy,
slab_granite_rezhevskoy_a3668b72-ee52-4dfa-b647-7c905136b4ee,legacy,
slab_granite_rich_red_23ef77a2-1ea1-4240-9af1-d4d850c04495,legacy,
slab_granite_rio_fresco_3d3a04c7-fac6-45d2-9cd2-115e2be3b9f4,legacy,
slab_granite_rio_preto_698108ba-39b4-42c6-929b-aaae8530a1cc,legacy,
slab_granite_ripple_idaho_517f5e2f-3307-41c6-a07a-3587fab5b052,legacy,
slab_granite_river_gold_1cc0195e-533f-4235-bdeb-666be42fc9e6,legacy,
slab_granite_river_pink_3312de2a-660d-4f3c-b838-f3e8111fcec8,legacy,
slab_granite_riverina_18e4af37-3805-4cd9-97b6-5d7ac595a401,legacy,
slab_granite_riviera_a301cde6-896a-4345-9d23-6e974038c5a8,legacy,
slab_granite_rize_koyu_sedef_b535ac10-d7b4-456b-85de-5ea2d33e12bd,legacy,
slab_granite_rock_glaciers_c0e1321f-bcd7-4b9f-8a98-c8bd9ed6c0e5,legacy,
slab_granite_rock_green_78b536ed-e5a8-479a-a373-2d43daf8e7ef,legacy,
slab_granite_rock_mountain_0f61d5dd-bc64-48db-8549-e915d74ac223,legacy,
slab_granite_rockville_beige_ee05d0d1-4873-40a1-9db9-102163c6ee58,legacy,
slab_granite_rockville_white_541e9532-6869-4da6-8f49-718cf85f2ed8,legacy,
slab_granite_roenne_0866f5c2-e67f-411a-ad9b-0aa4ae98db6a,legacy,
slab_granite_roeyken_c5778999-6503-4f82-b301-518e64655cbb,legacy,
slab_granite_rogovsky_b57d6c9a-a30d-46e6-a521-1f050c09aa2d,legacy,
slab_granite_rojo_amara_3762b389-1d3e-46c4-bdf8-5e061ec208a0,legacy,
slab_granite_rojo_argallon_419b8574-158d-4310-882c-9abff8146025,legacy,
slab_granite_rojo_bermil_d63bcd9c-9dc8-4530-bfdb-28613ced17b9,legacy,
slab_granite_rojo_cojedes_84d492be-585e-4c48-a2e6-ee0222ac5ba0,legacy,
slab_granite_rojo_de_salto_1c270afc-7993-4f6d-a6a5-8506f026184e,legacy,
slab_granite_rojo_guadajira_7944e8eb-a155-45ea-8a9b-4d8f44e92972,legacy,
slab_granite_rojo_guayana_db38c62a-7245-4874-a11c-620a1a3161c3,legacy,
slab_granite_rojo_mirador_f5d34e7f-a2f5-4974-90b0-a5cf3b030d3a,legacy,
slab_granite_rojo_oriental_7d3dfe75-7a2e-4e53-9d16-7d452516a8de,legacy,
slab_granite_rojo_sayago_ec677f86-363a-4614-9c2c-3e5b92a01b90,legacy,
slab_granite_rojo_sierra_chica_f4530662-1077-4274-b420-f9931bcf6759,legacy,
slab_granite_roma_imperiale_ea63bae3-0925-4dd8-a56c-9f5c487723c6,legacy,
slab_granite_roman_diamond_9c35b989-d14b-4a62-8192-162693cd6383,legacy,
slab_granite_roman_yellow_3fb10bad-6c41-4e31-8ba1-315498327b50,legacy,
slab_granite_romance_106e0643-372e-4209-90ab-97479121d60a,legacy,
slab_granite_romano_dream_c9b7dc80-20fa-4088-8b43-52a1b8b6ecec,legacy,
slab_granite_romano_gold_2fe9b1f0-6254-4d87-8b19-51b908567395,legacy,
slab_granite_romantic_blue_5e63d50b-7020-4c63-9187-4c069863a389,legacy,
slab_granite_romantic_flower_34344b39-79b9-4bd4-b5ac-aa83c86bd514,legacy,
slab_granite_romantic_pink_065bb0e9-9b5e-40ca-9c88-0ad6511252bb,legacy,
slab_granite_romantica_red_ee00c656-66f8-44d1-b41d-21c071575739,legacy,
slab_granite_romantix_481c0bcd-e533-41e3-8ba1-2fa1c86994f3,legacy,
slab_granite_rome_white_92a8fa99-b161-49e1-9cfa-c91e3e9f3819,legacy,
slab_granite_rosa_antico_7e7c9a69-cb94-4163-919b-a69df6d6a7cc,legacy,
slab_granite_rosa_arborea_28f6f5c6-091b-475f-9a02-2c44373449f5,legacy,
slab_granite_rosa_arronches_1ced6ccd-7b7b-42c9-abb3-0111cf4f0f1e,legacy,
slab_granite_rosa_azova_f9aadfa6-6853-465a-9021-4409eb3a2371,legacy,
slab_granite_rosa_baveno_158daab2-0dca-47c7-a7ee-91568f17b01e,legacy,
slab_granite_rosa_cadalso_0fe6a11a-c0f8-4fd4-9d97-920e641a9135,legacy,
slab_granite_rosa_capela_92f03d03-6b08-48b9-877c-eed5ee620c5c,legacy,
slab_granite_rosa_castello_b64b4052-7383-4bb2-be13-f3c623a8394d,legacy,
slab_granite_rosa_chicolo_3d5c3c31-71c3-4c3e-a89b-2aa3306c189a,legacy,
slab_granite_rosa_dante_abb27a23-e8c0-4fd9-8720-139366da23c6,legacy,
slab_granite_rosa_delizia_85151096-c1d3-4bf0-975d-3616a99d9793,legacy,
slab_granite_rosa_delta_23d89a2f-c568-4214-a8d8-0684aa6edd05,legacy,
slab_granite_rosa_duna_ea105839-f467-40ba-b013-e14a64816145,legacy,
slab_granite_rosa_el_nasr_442ebf6c-dac4-47bb-97ab-8821c416995b,legacy,
slab_granite_rosa_extremadura_ed55993b-3d59-45d6-8d62-91bc161bd48d,legacy,
slab_granite_rosa_fantasy_13c1950d-f002-4127-9f37-9ab682b8a12a,legacy,
slab_granite_rosa_ferula_906e9a0b-039a-428d-8748-fc715fd8ada7,legacy,
slab_granite_rosa_fiorito_06da314a-4ae2-4710-9b77-916277b4d338,legacy,
slab_granite_rosa_frades_a15a5a3c-1252-4dfb-bc39-79af1ac79d0e,legacy,
slab_granite_rosa_gala_750ffbca-84a2-4d54-a901-50ecfc7171d3,legacy,
slab_granite_rosa_hoody_67723dc9-3182-4788-9175-a2efd6b5016d,legacy,
slab_granite_rosa_hurghada_2834a879-8d33-45e6-b179-a5ce3f298a64,legacy,
slab_granite_rosa_inca_31d9cda9-605d-4033-b90b-6ed691c62f18,legacy,
slab_granite_rosa_itala_e32ab72d-40f3-4d8c-8f02-1ea9954c7919,legacy,
slab_granite_rosa_julia_86347db9-3c84-415d-86fc-80d32a35776c,legacy,
slab_granite_rosa_kinawa_87ac22a3-0dca-4c9f-bead-3a08688c2cce,legacy,
slab_granite_rosa_kyshyn_50e2b5c7-6820-4083-9d68-550a90526db2,legacy,
slab_granite_rosa_levante_fbfa114d-4c6e-41b1-845b-e0cd64fad3ef,legacy,
slab_granite_rosa_lucira_171f1e50-898e-414d-9d49-71f0fc88a641,legacy,
slab_granite_rosa_lugo_69f98cc9-796f-429c-a7f5-e41fb1e8fd4e,legacy,
slab_granite_rosa_mara_d1c042da-e207-4d58-bbf0-20af9a4fe62f,legacy,
slab_granite_rosa_mondariz_0536ff2d-fa01-4565-932e-0ae58ee0b1e6,legacy,
slab_granite_rosa_monforte_66b25c0e-916f-4756-8572-56e579935f1a,legacy,
slab_granite_rosa_raisa_3cd7920e-425a-4b9b-9b7c-b47b67a20c85,legacy,
slab_granite_rosa_raveno_b2e11dc6-b6b4-40c8-bc30-4142ceb1365d,legacy,
slab_granite_rosa_royal_c825bc5c-ad6d-42a0-893e-dda846de8300,legacy,
slab_granite_rosa_samambaia_bd911d6c-aeab-4f6d-8ef2-546483d6eee1,legacy,
slab_granite_rosa_scalia_b3ee1847-c9f0-47c2-aae9-506c178f6b81,legacy,
slab_granite_rosa_sinai_d57a85cf-3c2b-412b-8b53-348806e72211,legacy,
slab_granite_rosa_stresa_f72c211c-2987-4e89-b650-65c8604e5c1b,legacy,
slab_granite_rosa_tenggo_9a302409-1a8e-4ff6-99de-e4e5207c09cc,legacy,
